ip,timestamp,method,url,protocol,status,size,referer,user_agent,anomaly
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/131/brand,HTTP/1.1,200,2599,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/904/brand,HTTP/1.1,200,7339,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/258/brand,HTTP/1.1,200,2322,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/125/brand,HTTP/1.1,200,2239,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/44897/productModel/150x150,HTTP/1.1,200,3987,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productAdditives,HTTP/1.1,200,0,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/259/brand,HTTP/1.1,200,2306,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/584/brand,HTTP/1.1,200,2436,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/880/brand,HTTP/1.1,200,4894,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
5.190.81.14,2019-01-26 11:43:01+03:30,GET,/m/filter/b36%2Cb41%2Cp47?page=1,HTTP/1.1,200,19345,"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b36,b41,p47?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D","Mozilla/5.0 (Linux; Android 4.4.2; Hol-U19 Build/HUAWEIHol-U19) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/45945/productModel/150x150,HTTP/1.1,200,2459,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/899/brand,HTTP/1.1,200,4848,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/898/brand,HTTP/1.1,200,3906,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/64033/productModel/150x150,HTTP/1.1,200,5097,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/873/brand,HTTP/1.1,200,2897,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/guarantees/support.png,HTTP/1.1,200,6454,https://www.zanbil.ir/?utm_source=2&utm_medium=26&utm_campaign=Z&utm_term=205,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productCard,HTTP/1.1,200,934,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productPrice,HTTP/1.1,200,681,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/49487/productModel/150x150,HTTP/1.1,200,2859,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productModelImages,HTTP/1.1,200,1131,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21104/productModel/150x150,HTTP/1.1,200,1732,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/896/brand,HTTP/1.1,200,3784,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/similarProducts,HTTP/1.1,200,1072,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/879/brand,HTTP/1.1,200,3348,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/648/brand,HTTP/1.1,200,2143,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/35/brand,HTTP/1.1,200,2264,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21364/productModel/100x100,HTTP/1.1,200,2609,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/67/brand,HTTP/1.1,200,2312,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21162/productModel/100x100,HTTP/1.1,200,1822,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/632/brand,HTTP/1.1,200,2473,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.109,2019-01-26 11:43:01+03:30,GET,/static/images/guarantees/pos.png,HTTP/1.1,200,6465,https://www.zanbil.ir/?utm_source=2&utm_medium=26&utm_campaign=Z&utm_term=205,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21741/productModel/100x100,HTTP/1.1,200,1047,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/152/brand,HTTP/1.1,200,2202,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/886/brand,HTTP/1.1,200,3860,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/399/brand,HTTP/1.1,200,2302,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/145/brand,HTTP/1.1,200,2600,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/45/brand,HTTP/1.1,200,2628,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/142/brand,HTTP/1.1,200,1974,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21170/productModel/100x100,HTTP/1.1,200,1491,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21142/productModel/100x100,HTTP/1.1,200,1696,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/63547/productModel/100x100,HTTP/1.1,200,2515,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/893/brand,HTTP/1.1,200,3131,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productPrice,HTTP/1.1,200,681,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21126/productModel/100x100,HTTP/1.1,200,1149,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21356/productModel/100x100,HTTP/1.1,200,2876,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
46.62.164.96,2019-01-26 11:43:01+03:30,GET,/image/144/brand,HTTP/1.1,200,2706,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/231/brand,HTTP/1.1,200,2568,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/2/brand,HTTP/1.1,200,4842,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/1/brand,HTTP/1.1,200,3924,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/136/brand,HTTP/1.1,200,2193,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/148/brand,HTTP/1.1,200,2490,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productCard,HTTP/1.1,200,934,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21580/productModel/100x100,HTTP/1.1,200,1890,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/36/brand,HTTP/1.1,200,2946,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productAdditives,HTTP/1.1,200,0,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21470/productModel/100x100,HTTP/1.1,200,1661,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/645/brand,HTTP/1.1,200,2079,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/103/brand,HTTP/1.1,200,2780,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21348/productModel/100x100,HTTP/1.1,200,2318,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21086/productModel/100x100,HTTP/1.1,200,1675,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21877/productModel/100x100,HTTP/1.1,200,1992,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21082/productModel/100x100,HTTP/1.1,200,2519,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/74/brand,HTTP/1.1,200,2536,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21201/productModel/100x100,HTTP/1.1,200,1282,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/261/brand,HTTP/1.1,200,2095,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/productModelImages,HTTP/1.1,200,1131,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
204.18.223.68,2019-01-26 11:43:01+03:30,POST,/site/similarProducts,HTTP/1.1,200,1072,https://www.zanbil.ir/product/11700/17997/%D8%B3%D8%AA-%DA%A9%D8%A7%D9%84%D8%B3%DA%A9%D9%87-%DA%86%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Cortina-Endless,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0,1
79.127.88.215,2019-01-26 11:43:01+03:30,GET,/image/105/brand,HTTP/1.1,200,2653,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0,1
94.241.138.26,2019-01-26 11:43:01+03:30,GET,/province/getProvinceCities?id=25,HTTP/1.1,200,287,https://www.zanbil.ir/basket/checkout?currentStep=2,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
92.114.26.130,2019-01-26 11:43:01+03:30,GET,/image/21378/productModel/100x100,HTTP/1.1,200,1645,https://www.zanbil.ir/browse/accessories/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88-%D8%A7%DA%A9%D8%B3%D8%B3%D9%88%D8%B1%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1
